LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,Senate Bill,588,An Act relative to mental health parity implementation,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,House Bill,1716,An Act to promote high value and evidence-based behavioral health care,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,Senate Bill,691,An Act to require equitable access to behavioral health services for MassHealth consumers,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,Senate Bill,1148,An Act relative to medical necessity for mental health acute treatment,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,House Bill,907,An Act relative to the continuity of care of mental health treatment,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,Senate Bill,691,An Act to require equitable access to behavioral health services for MassHealth consumers,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,House Bill,991,An Act advancing and expanding access to telemedicine services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,House Bill,1125,An Act requiring the Division of Medical Assistance to provide adequate rates,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,Senate Bill,66,An Act relative to improving access to treatment for individuals with perinatal substance use disorder,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,Senate Bill,1153,An Act to remove administrative barriers to behavioral health services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,House Bill,1131,An Act relative to patient centered access to behavioral health services in accountable care organizations,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,Senate Bill,656,An Act relative to transparency for mental health parity,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,Senate Bill,1150,An Act providing access to full spectrum addiction treatment services,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,Senate Bill,2546,An Act addressing barriers to care for mental health,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,House Bill,1733,An Act improving access to behavioral health services,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,Senate Bill,2519,An Act addressing barriers to care for mental health,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,Senate Bill,2482,An Act relative to improving access to treatment for individuals with perinatal substance use disorder,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,House Bill,4134,An Act to improve health care by investing in VALUE,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Beacon Health Strategies LLC,House Bill,1029,An Act to further define medical necessity determinations,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"LYONS GROUP, LTD",House Bill,4747,An Act establishing a COVID-19 food service and hospitality worker relief fund,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"LYONS GROUP, LTD",House Bill,4217,An Act relative to the expansion of the Boston convention and exhibition center,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"LYONS GROUP, LTD",Executive,Massachusetts Convention Center Authority (MCCA),Identify business opportunities within the Massachusetts Convention Center Authority,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"LYONS GROUP, LTD",House Docket,4979,An Act relative to meals tax forgiveness,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,"LYONS GROUP, LTD",Senate Bill,2403,An Act relative to the expansion of the Boston Convention and Exhibition Center,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,227,"An Act to enhance, update and protect the 2013 Motor Vehicle Right to Repair Law and Consumer Rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,3152,An Act relative to automobile technology,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,2114,An Act to explore alternative funding sources to ensure safe and reliable transportation,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,224,"An Act to enhance, update and protect the 2013 motor vehicle right to repair law and consumer rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,307,"An Act to enhance, update and protect the 2013 Motor Vehicle Right to Repair Law and Consumer Rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,2106,An Act to advance modern and sustainable solutions for transportation,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,246,"An Act to enhance, update and protect the 2013 Motor Vehicle Right to Repair Law and consumer rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,340,"An Act to enhance, update and protect the 2013 Motor Vehicle Right to Repair Law and Consumer Rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,625,An Act relative to motor vehicle service contracts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,275,"An Act to enhance, update and protect the 2013 motor vehicle right to repair law and consumer rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,4810,An Act relative to motor vehicle service contracts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,4302,"An Act to Enhance, Update and Protect the 2013 Motor Vehicle Right to Repair Law",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,237,"An Act to enhance, update and protect the 2013 Motor Vehicle Right to Repair Law and Consumer Rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,323,"An Act to enhance, update and protect the 2013 motor vehicle right to repair law and consumer rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,576,An Act relative to motor vehicle service contracts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,282,An Act relative to clarification of the Massachusetts franchise law,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,120,An Act relative to consumer data privacy,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,2669,"An Act further regulating business practices between motor vehicle dealers, manufacturers, and distributors",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,284,"An Act to enhance, update, and protect the 2013 motor vehicle right to repair law and consumer rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,148,"An Act to enhance, update and protect the 2013 Motor Vehicle Right to Repair Law and Consumer Rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,2991,An Act limiting autonomous driving capabilities to zero emission and electric vehicles,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,2869,An Act relative to a clean transportation future,Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,133,"An Act to enhance, update and protect the 2013 motor vehicle right to repair law and consumer rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Executive,Massachusetts Department of Transportation (MassDOT),Activity regarding the prohibition of Hydrogen Fuel Cell vehicles in Massachusetts Department of Transportation tunnels,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,1087,An Act relative to motor vehicle service contracts,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,3008,An Act to advance modern and sustainable solutions for transportation,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,2498,"An Act to accelerate the transition of cars, trucks and buses to carbon-free power",Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,3672,An Act relative to event data recorders in autonomous vehicles,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,293,"An Act to enhance, update and protect the 2013 Motor Vehicle Right to Repair Law and Consumer Rights",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,2476,"An Act to accelerate the transition of cars, trucks and buses to carbon-free power",Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,3143,An Act relative to autonomous vehicles,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,262,"An Act further regulating business practices between motor vehicle dealers, manufacturers, and distributors",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,4122,"An Act to enhance, update and protect the 2013 Motor Vehicle Right to Repair Law",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,2427,An Act relative to fuel cell technology,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,2923,An Act codifying the electric vehicle consumer rebate program,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,1923,An Act to advance electric vehicle adoption,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,3089,An Act relative to autonomous vehicles,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,2875,An Act codifying the electric vehicle consumer rebate program,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,179,"An Act further regulating business practices between motor vehicle dealers, manufacturers, and distributors",Oppose,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,3013,An Act to promote the safe integration of autonomous vehicles into the transportation system of the Commonwealth,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,2809,An Act to increase the use of zero emission vehicles in the Commonwealth,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,2466,An Act relative to vehicle recalls,Support,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,2056,An Act relative to the cybersecurity of the internet connected devices and autonomous vehicles,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,218,An Act relative to the digital right to repair,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,3010,An Act to explore alternative funding sources to ensure safe and reliable transportation,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,2069,An Act relative to mobile carrying devices,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,Senate Bill,2115,An Act to promote the safe integration of autonomous vehicles into the transportation system of the Commonwealth,Neutral,$0.00,N/A
Beacon Hill Consulting Group,01/01/2020 - 06/30/2020,John C Bartley,Alliance for Automotive Innovation,House Bill,279,"An Act to enhance, update and protect the 2013 Motor Vehicle Right to Repair Law and Consumer Rights",Oppose,$0.00,N/A
